driver,order,hour,delivery_time,on_time,traffic_level,distance,driver_load,is_peak_hour,ai_routing
1,94,8,25.97,True,0,2.83,84,0,0
1,95,15,55.51,False,1,9.43,108,0,0
1,96,3,78.16,False,2,14.48,123,0,0
1,97,14,56.41,False,1,10.85,91,0,0
1,98,23,62.61,False,2,9.61,74,0,0
1,99,6,44.97,False,0,8.74,81,0,0
1,100,21,44.24,False,2,1.64,77,0,0
2,1,5,30.81,True,2,6.43,0,0,0
2,2,0,38.25,True,2,7.19,2,0,0
2,3,3,19.03,True,2,1.3,2,0,0
2,4,11,43.63,False,0,12.15,3,0,0
2,5,20,46.15,False,2,10.8,4,0,0
2,6,22,17.17,True,2,1.55,4,0,0
2,7,2,37.18,True,2,6.65,7,0,0
2,8,11,15.85,True,0,4.15,5,0,0
2,9,13,41.77,False,1,8.07,6,1,0
2,10,1,25.06,True,2,4.15,10,0,0
2,11,20,58.28,False,2,14.22,13,0,0
2,12,21,38.18,True,2,6.39,13,0,0
2,13,7,21.5,True,0,4.58,16,0,0
2,14,23,28.67,True,2,6.09,10,0,0
2,15,18,66.35,False,2,13.04,18,1,0
2,16,2,33.26,True,2,4.83,11,0,0
2,17,15,43.21,False,1,11.26,19,0,0
2,18,2,39.82,True,2,6.73,16,0,0
2,19,19,59.51,False,2,10.6,19,1,0
2,20,23,23.94,True,2,2.71,22,0,0
2,21,14,31.54,True,1,5.04,24,0,0
2,22,6,26.03,True,0,5.37,23,0,0
2,23,24,63.78,False,2,14.82,29,0,0
2,24,5,40.77,False,2,7.38,17,0,0
2,25,24,46.65,False,2,8.35,29,0,0
2,26,5,42.13,False,2,6.99,26,0,0
2,27,10,42.87,False,0,12.54,33,0,0
2,28,21,37.62,True,2,6.56,33,0,0
2,29,15,42.28,False,1,11.88,28,0,0
2,30,13,70.78,False,1,14.92,37,1,0
2,31,12,32.04,True,1,3.01,30,1,0
2,32,19,65.31,False,2,13.44,29,1,0
2,33,24,31.53,True,2,3.51,26,0,0
2,34,20,52.43,False,2,9.27,35,0,0
2,35,2,44.82,False,2,7.55,28,0,0
2,36,14,54.23,False,1,13.96,26,0,0
2,37,14,32.27,True,1,7.27,34,0,0
2,38,0,37.43,True,2,7.53,29,0,0
2,39,4,60.48,False,2,14.01,29,0,0
2,40,24,49.49,False,2,7.44,35,0,0
2,41,19,36.61,True,2,1.1,45,1,0
2,42,21,50.85,False,2,9.96,43,0,0
2,43,13,44.2,False,1,8.02,54,1,0
2,44,16,17.88,True,1,1.8,37,0,0
2,45,0,41.77,False,2,5.49,47,0,0
2,46,3,44.56,False,2,6.36,42,0,0
2,47,5,61.09,False,2,9.71,53,0,0
2,48,16,35.18,True,1,6.55,36,0,0
2,49,17,56.67,False,1,14.78,58,0,0
2,50,5,35.38,True,2,4.24,52,0,0
2,51,4,69.75,False,2,13.11,65,0,0
2,52,21,48.6,False,2,9.41,42,0,0
2,53,22,58.31,False,2,11.98,61,0,0
2,54,19,75.7,False,2,14.14,52,1,0
2,55,14,22.39,True,1,3.69,44,0,0
2,56,10,45.68,False,0,8.77,71,0,0
2,57,2,48.87,False,2,6.66,57,0,0
2,58,11,51.99,False,0,14.02,68,0,0
2,59,16,51.21,False,1,11.24,71,0,0
2,60,0,36.44,True,2,2.56,72,0,0
2,61,20,52.43,False,2,8.24,66,0,0
2,62,13,34.32,True,1,2.5,61,1,0
2,63,1,68.25,False,2,11.11,76,0,0
2,64,1,55.89,False,2,9.87,73,0,0
2,65,16,54.05,False,1,12.29,74,0,0
2,66,20,59.87,False,2,10.65,58,0,0
2,67,6,39.91,True,0,7.71,76,0,0
2,68,10,32.56,True,0,6.84,65,0,0
2,69,4,58.92,False,2,9.74,78,0,0
2,70,22,32.33,True,2,2.59,50,0,0
2,71,6,26.47,True,0,2.62,84,0,0
2,72,22,70.22,False,2,13.23,85,0,0
2,73,2,49.59,False,2,5.39,93,0,0
2,74,21,51.98,False,2,7.4,83,0,0
2,75,23,69.37,False,2,11.41,94,0,0
2,76,6,34.74,True,0,6.45,71,0,0
2,77,1,40.48,False,2,4.8,56,0,0
2,78,15,55.18,False,1,12.52,74,0,0
2,79,12,67.42,False,1,10.52,97,1,0
2,80,12,59.26,False,1,9.96,87,1,0
2,81,5,74.13,False,2,13.13,102,0,0
2,82,5,54.78,False,2,9.55,61,0,0
2,83,21,36.15,True,2,1.53,76,0,0
2,84,23,57.55,False,2,7.15,99,0,0
2,85,17,28.01,True,1,1.55,68,0,0
2,86,15,27.99,True,1,2.63,90,0,0
2,87,18,68.23,False,2,6.71,94,1,0
2,88,19,59.8,False,2,7.71,69,1,0
2,89,20,63.42,False,2,12.12,71,0,0
2,90,20,72.59,False,2,13.49,74,0,0
2,91,12,57.23,False,1,10.51,77,1,0
2,92,4,77.04,False,2,14.42,96,0,0
2,93,14,45.38,False,1,6.15,111,0,0
2,94,5,41.33,False,2,2.25,79,0,0
2,95,0,71.95,False,2,11.36,112,0,0
2,96,14,57.27,False,1,9.87,78,0,0
2,97,24,77.44,False,2,14.23,122,0,0
2,98,22,51.39,False,2,5.83,122,0,0
2,99,11,34.36,True,0,5.58,104,0,0
2,100,15,42.09,False,1,4.65,110,0,0
3,1,14,16.59,True,1,4.63,0,0,0
3,2,20,31.93,True,2,6.07,1,0,0
3,3,0,44.45,False,2,9.93,3,0,0
3,4,10,19.09,True,0,7.49,3,0,0
3,5,1,53.53,False,2,11.19,5,0,0
3,6,7,13.53,True,0,4.46,5,0,0
3,7,7,27.98,True,0,7.29,8,0,0
3,8,22,52.2,False,2,10.23,9,0,0
3,9,12,36.38,True,1,7.51,9,1,0
3,10,0,47.2,False,2,8.65,11,0,0
3,11,0,55.67,False,2,12.79,9,0,0
3,12,20,23.98,True,2,2.29,9,0,0
3,13,9,32.55,True,0,10.51,9,0,0
3,14,21,32.61,True,2,4.18,11,0,0
3,15,0,35.34,True,2,4.52,15,0,0
3,16,13,34.17,True,1,5.88,11,1,0
3,17,17,9.32,True,1,1.16,19,0,0
3,18,10,34.26,True,0,12.73,18,0,0
3,19,17,50.58,False,1,12.7,23,0,0
3,20,23,51.19,False,2,9.68,25,0,0
3,21,16,28.27,True,1,6.33,22,0,0
3,22,19,66.46,False,2,12.72,22,1,0
3,23,23,52.89,False,2,13.52,25,0,0
3,24,16,38.58,True,1,10.84,21,0,0
3,25,9,24.54,True,0,6.5,18,0,0
3,26,12,41.98,False,1,7.86,26,1,0
3,27,6,19.73,True,0,5.24,20,0,0
3,28,7,49.63,False,0,14.43,25,0,0
3,29,23,58.95,False,2,11.03,33,0,0
3,30,1,38.28,True,2,6.81,37,0,0
3,31,20,56.61,False,2,12.72,34,0,0
3,32,1,43.01,False,2,7.56,27,0,0
3,33,6,20.29,True,0,4.68,25,0,0
3,34,10,41.77,False,0,10.5,41,0,0
3,35,12,45.88,False,1,9.38,35,1,0
3,36,11,20.61,True,0,5.96,25,0,0
3,37,20,38.32,True,2,5.87,26,0,0
3,38,11,24.09,True,0,3.86,41,0,0
3,39,22,56.82,False,2,11.06,45,0,0
3,40,12,55.88,False,1,13.49,28,1,0
3,41,3,27.32,True,2,2.26,45,0,0
3,42,16,28.0,True,1,3.69,42,0,0
3,43,1,59.32,False,2,12.52,32,0,0
3,44,21,39.48,True,2,4.52,49,0,0
3,45,7,21.37,True,0,3.47,55,0,0
3,46,5,36.26,True,2,4.98,42,0,0
3,47,19,55.86,False,2,8.41,39,1,0
3,48,12,27.91,True,1,3.3,48,1,0
3,49,24,31.95,True,2,2.45,41,0,0
3,50,13,67.75,False,1,14.96,51,1,0
3,51,16,25.61,True,1,4.1,42,0,0
3,52,9,49.94,False,0,14.38,51,0,0
3,53,9,47.91,False,0,13.51,40,0,0
3,54,15,32.67,True,1,5.85,44,0,0
3,55,8,20.11,True,0,3.02,40,0,0
3,56,21,38.24,True,2,6.36,43,0,0
3,57,11,20.34,True,0,3.56,63,0,0
3,58,10,41.14,False,0,9.12,62,0,0
3,59,20,37.08,True,2,2.5,53,0,0
3,60,12,31.3,True,1,3.2,42,1,0
3,61,23,34.3,True,2,1.38,75,0,0
3,62,12,33.65,True,1,4.4,44,1,0
3,63,0,39.75,True,2,3.02,76,0,0
3,64,3,44.04,False,2,3.91,78,0,0
3,65,14,41.55,False,1,7.92,47,0,0
3,66,4,42.93,False,2,7.53,47,0,0
3,67,3,55.66,False,2,8.74,49,0,0
3,68,6,29.25,True,0,5.7,77,0,0
3,69,7,45.24,False,0,9.69,61,0,0
3,70,22,64.05,False,2,11.78,75,0,0
3,71,7,33.66,True,0,7.59,59,0,0
3,72,4,45.79,False,2,4.01,71,0,0
3,73,19,60.53,False,2,7.86,85,1,0
3,74,10,24.57,True,0,3.67,79,0,0
3,75,10,50.73,False,0,12.85,60,0,0
3,76,24,67.34,False,2,13.07,60,0,0
3,77,18,67.12,False,2,7.4,99,1,0
3,78,17,55.45,False,1,9.67,95,0,0
3,79,12,32.39,True,1,1.09,62,1,0
3,80,14,32.39,True,1,1.61,91,0,0
3,81,23,69.09,False,2,12.56,101,0,0
3,82,19,66.95,False,2,7.68,88,1,0
3,83,5,29.83,True,2,2.06,71,0,0
3,84,10,46.6,False,0,9.77,86,0,0
3,85,17,33.94,True,1,2.91,104,0,0
3,86,5,55.74,False,2,7.96,81,0,0
3,87,18,75.97,False,2,14.88,66,1,0
3,88,10,19.78,True,0,1.27,74,0,0
3,89,10,61.16,False,0,13.29,99,0,0
3,90,10,26.5,True,0,3.11,68,0,0
3,91,16,46.69,False,1,7.73,102,0,0
3,92,3,36.34,True,2,1.24,95,0,0
3,93,9,23.15,True,0,3.7,73,0,0
3,94,22,48.99,False,2,5.1,103,0,0
3,95,23,54.37,False,2,8.59,78,0,0
3,96,0,78.32,False,2,11.69,121,0,0
3,97,6,26.76,True,0,1.73,99,0,0
3,98,15,39.73,True,1,7.28,84,0,0
3,99,20,34.76,True,2,1.12,88,0,0
3,100,11,51.74,False,0,11.82,100,0,0
4,1,9,8.24,True,0,4.21,1,0,0
4,2,22,22.9,True,2,2.06,2,0,0
4,3,19,38.74,True,2,3.9,2,1,0
4,4,13,57.52,False,1,14.67,3,1,0
4,5,9,21.89,True,0,8.21,3,0,0
4,6,0,56.27,False,2,12.38,4,0,0
4,7,4,40.07,False,2,8.34,6,0,0
4,8,14,43.35,False,1,12.2,8,0,0
4,9,0,35.68,True,2,5.49,8,0,0
4,10,22,54.33,False,2,11.25,9,0,0
4,11,2,18.83,True,2,1.81,10,0,0
4,12,12,32.24,True,1,4.07,9,1,0
4,13,1,32.45,True,2,5.99,14,0,0
4,14,2,29.83,True,2,3.85,17,0,0
4,15,14,26.52,True,1,7.64,16,0,0
4,16,12,49.61,False,1,11.85,18,1,0
4,17,21,50.54,False,2,11.48,14,0,0
4,18,14,32.06,True,1,8.12,22,0,0
4,19,5,39.09,True,2,6.88,19,0,0
4,20,1,55.76,False,2,13.89,16,0,0
4,21,3,50.08,False,2,9.86,22,0,0
4,22,13,29.03,True,1,4.19,24,1,0
4,23,15,36.7,True,1,8.53,16,0,0
4,24,6,24.29,True,0,5.84,24,0,0
4,25,23,48.6,False,2,9.0,31,0,0
4,26,7,16.74,True,0,5.48,23,0,0
4,27,8,23.62,True,0,6.61,24,0,0
4,28,3,35.14,True,2,5.89,28,0,0
4,29,3,42.56,False,2,5.91,30,0,0
4,30,8,38.99,True,0,12.08,23,0,0
4,31,19,72.15,False,2,14.02,37,1,0
4,32,4,32.04,True,2,4.44,40,0,0
4,33,22,61.0,False,2,12.78,32,0,0
4,34,14,40.17,False,1,8.24,37,0,0
4,35,22,62.54,False,2,11.97,35,0,0
4,36,7,49.02,False,0,13.16,46,0,0
4,37,16,45.44,False,1,7.58,45,0,0
4,38,0,42.49,False,2,6.29,31,0,0
4,39,13,44.55,False,1,7.01,39,1,0
4,40,5,38.94,True,2,6.09,35,0,0
4,41,14,42.61,False,1,8.48,44,0,0
4,42,6,42.09,False,0,10.45,53,0,0
4,43,17,28.23,True,1,2.98,51,0,0
4,44,10,33.32,True,0,8.31,38,0,0
4,45,15,13.97,True,1,1.53,53,0,0
4,46,11,30.98,True,0,5.11,43,0,0
4,47,24,59.37,False,2,10.27,61,0,0
4,48,2,69.18,False,2,14.11,60,0,0
4,49,7,39.07,True,0,11.22,51,0,0
4,50,9,16.42,True,0,3.04,39,0,0
4,51,7,49.47,False,0,12.36,58,0,0
4,52,18,72.11,False,2,12.87,37,1,0
4,53,14,53.57,False,1,11.34,63,0,0
4,54,11,15.84,True,0,2.27,64,0,0
4,55,0,22.05,True,2,1.87,39,0,0
4,56,17,49.11,False,1,10.56,50,0,0
4,57,7,53.56,False,0,13.68,45,0,0
4,58,0,58.12,False,2,10.43,69,0,0
4,59,12,47.0,False,1,5.49,70,1,0
4,60,0,44.28,False,2,3.9,76,0,0
4,61,7,36.95,True,0,9.97,47,0,0
4,62,9,30.12,True,0,5.48,61,0,0
4,63,17,49.51,False,1,8.71,56,0,0
4,64,21,70.11,False,2,14.25,61,0,0
4,65,7,52.62,False,0,13.22,48,0,0
4,66,6,29.97,True,0,6.98,46,0,0
4,67,1,40.59,False,2,2.27,70,0,0
4,68,9,29.05,True,0,5.6,60,0,0
4,69,2,57.94,False,2,8.62,82,0,0
4,70,17,39.1,True,1,6.68,65,0,0
4,71,8,48.12,False,0,8.55,79,0,0
4,72,9,44.41,False,0,10.93,67,0,0
4,73,20,68.35,False,2,12.67,88,0,0
4,74,1,65.97,False,2,10.37,87,0,0
4,75,14,36.66,True,1,6.6,56,0,0
4,76,6,58.4,False,0,14.14,62,0,0
4,77,23,58.65,False,2,10.72,61,0,0
4,78,17,31.29,True,1,3.13,92,0,0
4,79,6,25.11,True,0,4.7,78,0,0
4,80,19,61.63,False,2,9.38,84,1,0
4,81,7,48.75,False,0,10.26,58,0,0
4,82,18,81.74,False,2,13.49,103,1,0
4,83,18,69.86,False,2,11.69,67,1,0
4,84,6,30.91,True,0,1.83,95,0,0
4,85,18,86.79,False,2,14.47,80,1,0
4,86,14,52.72,False,1,9.07,96,0,0
4,87,24,40.99,False,2,4.75,64,0,0
4,88,11,58.44,False,0,12.94,107,0,0
4,89,0,57.27,False,2,9.45,83,0,0
4,90,1,49.87,False,2,5.45,74,0,0
4,91,11,49.17,False,0,10.46,98,0,0
4,92,9,58.73,False,0,11.73,114,0,0
4,93,16,51.63,False,1,7.87,107,0,0
4,94,11,33.6,True,0,5.33,93,0,0
4,95,0,49.67,False,2,4.12,105,0,0
4,96,4,69.73,False,2,9.4,116,0,0
4,97,17,66.64,False,1,13.54,106,0,0
4,98,21,49.8,False,2,2.94,104,0,0
4,99,2,74.18,False,2,14.42,84,0,0
4,100,22,58.96,False,2,6.98,124,0,0
5,1,14,49.99,False,1,14.48,0,0,0
5,2,19,29.64,True,2,2.38,2,1,0
5,3,10,40.38,False,0,11.86,3,0,0
5,4,8,30.08,True,0,10.06,3,0,0
5,5,18,56.94,False,2,10.9,4,1,0
5,6,8,33.62,True,0,11.97,4,0,0
5,7,16,45.76,False,1,13.04,5,0,0
5,8,15,27.96,True,1,5.84,6,0,0
5,9,8,46.15,False,0,13.01,9,0,0
5,10,14,37.48,True,1,12.83,10,0,0
5,11,23,40.07,False,2,7.97,14,0,0
5,12,19,64.74,False,2,12.58,14,1,0
5,13,3,56.52,False,2,12.53,15,0,0
5,14,6,41.95,False,0,11.92,17,0,0
5,15,3,47.72,False,2,11.03,16,0,0
5,16,2,45.41,False,2,10.19,13,0,0
5,17,12,43.11,False,1,8.37,13,1,0
5,18,21,34.4,True,2,4.72,16,0,0
5,19,7,30.94,True,0,9.49,15,0,0
5,20,13,26.74,True,1,5.2,14,1,0
5,21,6,46.18,False,0,14.75,23,0,0
5,22,24,56.61,False,2,13.24,17,0,0
5,23,12,38.67,True,1,9.11,24,1,0
5,24,9,21.99,True,0,4.87,26,0,0
5,25,21,30.66,True,2,3.84,21,0,0
5,26,16,39.24,True,1,11.85,23,0,0
5,27,12,48.29,False,1,8.86,23,1,0
5,28,18,41.57,False,2,3.76,30,1,0
5,29,6,15.27,True,0,4.07,27,0,0
5,30,4,57.19,False,2,11.39,37,0,0
5,31,6,49.67,False,0,14.21,34,0,0
5,32,22,28.25,True,2,2.21,30,0,0
5,33,17,35.89,True,1,7.17,41,0,0
5,34,4,35.01,True,2,3.79,39,0,0
5,35,17,48.57,False,1,13.1,36,0,0
5,36,22,51.51,False,2,10.27,28,0,0
5,37,18,56.23,False,2,7.63,31,1,0
5,38,19,32.43,True,2,2.14,33,1,0
5,39,14,16.61,True,1,1.24,50,0,0
5,40,4,46.1,False,2,7.64,51,0,0
5,41,6,19.65,True,0,2.27,46,0,0
5,42,17,33.77,True,1,7.54,35,0,0
5,43,0,48.8,False,2,8.55,39,0,0
5,44,5,49.42,False,2,6.1,48,0,0
5,45,17,42.96,False,1,10.27,42,0,0
5,46,1,25.22,True,2,1.65,53,0,0
5,47,15,35.76,True,1,9.93,33,0,0
5,48,7,39.02,True,0,9.17,52,0,0
5,49,20,60.82,False,2,11.39,37,0,0
5,50,8,21.44,True,0,4.06,42,0,0
5,51,15,27.56,True,1,4.43,45,0,0
5,52,22,37.61,True,2,5.32,47,0,0
5,53,0,70.6,False,2,13.96,48,0,0
5,54,19,73.62,False,2,12.56,59,1,0
5,55,15,25.72,True,1,4.11,42,0,0
5,56,3,53.61,False,2,10.13,64,0,0
5,57,18,56.4,False,2,7.83,61,1,0
5,58,23,48.68,False,2,7.46,59,0,0
5,59,12,40.53,False,1,5.0,70,1,0
5,60,9,29.37,True,0,6.28,52,0,0
5,61,11,64.64,False,0,14.08,64,0,0
5,62,10,52.45,False,0,12.98,72,0,0
5,63,7,29.35,True,0,3.97,76,0,0
5,64,17,25.06,True,1,3.74,51,0,0
5,65,3,55.09,False,2,7.63,62,0,0
5,66,21,32.61,True,2,2.28,69,0,0
5,67,4,45.94,False,2,6.76,68,0,0
5,68,20,44.27,False,2,4.81,79,0,0
5,69,17,50.47,False,1,11.01,64,0,0
5,70,17,43.12,False,1,7.98,65,0,0
5,71,23,45.26,False,2,6.57,76,0,0
5,72,5,73.6,False,2,12.97,90,0,0
5,73,14,34.67,True,1,3.02,82,0,0
5,74,5,71.8,False,2,14.88,80,0,0
5,75,7,50.43,False,0,11.12,81,0,0
5,76,9,44.75,False,0,9.09,97,0,0
5,77,0,60.34,False,2,13.08,62,0,0
5,78,15,43.32,False,1,8.51,59,0,0
5,79,3,35.47,True,2,3.47,76,0,0
5,80,8,25.25,True,0,2.24,92,0,0
5,81,13,46.09,False,1,5.64,104,1,0
5,82,17,35.02,True,1,5.39,76,0,0
5,83,0,57.46,False,2,8.08,58,0,0
5,84,18,58.01,False,2,4.93,105,1,0
5,85,19,69.16,False,2,10.45,75,1,0
5,86,2,55.4,False,2,9.4,81,0,0
5,87,3,49.54,False,2,5.06,87,0,0
5,88,2,57.57,False,2,8.46,75,0,0
5,89,22,80.46,False,2,13.21,109,0,0
5,90,5,70.64,False,2,11.48,108,0,0
5,91,15,44.88,False,1,9.2,64,0,0
5,92,22,57.29,False,2,10.62,68,0,0
5,93,16,51.14,False,1,12.53,66,0,0
5,94,19,43.03,False,2,1.54,81,1,0
5,95,8,41.96,False,0,8.2,86,0,0
5,96,19,68.16,False,2,9.99,74,1,0
5,97,23,54.27,False,2,5.09,119,0,0
5,98,4,39.33,True,2,1.68,109,0,0
5,99,11,44.49,False,0,10.09,70,0,0
5,100,22,49.68,False,2,3.46,126,0,0
6,1,14,12.04,True,1,2.61,1,0,0
6,2,5,49.6,False,2,12.03,1,0,0
6,3,8,3.9,True,0,1.22,2,0,0
6,4,3,31.7,True,2,5.39,3,0,0
6,5,21,22.73,True,2,3.49,3,0,0
6,6,13,37.86,True,1,5.5,4,1,0
6,7,17,6.65,True,1,1.37,7,0,0
6,8,8,44.1,False,0,14.78,10,0,0
6,9,18,71.65,False,2,14.85,9,1,0
6,10,4,24.51,True,2,2.73,9,0,0
6,11,2,24.91,True,2,3.88,10,0,0
6,12,7,32.23,True,0,9.85,8,0,0
6,13,8,7.97,True,0,1.03,10,0,0
6,14,10,15.05,True,0,3.32,16,0,0
6,15,18,32.57,True,2,3.21,11,1,0
6,16,20,65.43,False,2,14.44,17,0,0
6,17,1,50.69,False,2,10.65,15,0,0
6,18,6,43.77,False,0,14.37,16,0,0
6,19,19,36.17,True,2,3.14,24,1,0
6,20,4,45.89,False,2,9.19,19,0,0
6,21,21,24.63,True,2,1.07,26,0,0
6,22,19,57.51,False,2,11.1,19,1,0
6,23,22,32.1,True,2,4.78,21,0,0
6,24,9,29.07,True,0,6.98,24,0,0
6,25,24,34.88,True,2,3.74,29,0,0
6,26,8,23.19,True,0,4.86,25,0,0
6,27,15,44.68,False,1,13.64,25,0,0
6,28,4,47.91,False,2,8.86,25,0,0
6,29,9,34.62,True,0,10.98,29,0,0
6,30,8,18.46,True,0,3.44,34,0,0
6,31,1,29.42,True,2,4.64,24,0,0
6,32,0,25.22,True,2,1.41,25,0,0
6,33,14,55.44,False,1,13.96,30,0,0
6,34,4,40.19,False,2,6.39,25,0,0
6,35,14,25.83,True,1,5.61,36,0,0
6,36,9,36.16,True,0,9.3,35,0,0
6,37,24,55.79,False,2,9.68,45,0,0
6,38,21,40.01,False,2,5.05,33,0,0
6,39,4,45.83,False,2,6.15,43,0,0
6,40,3,29.75,True,2,1.77,43,0,0
6,41,12,63.79,False,1,12.8,44,1,0
6,42,0,55.06,False,2,10.49,54,0,0
6,43,19,70.9,False,2,13.37,35,1,0
6,44,11,34.28,True,0,8.82,43,0,0
6,45,15,59.72,False,1,14.78,55,0,0
6,46,3,52.95,False,2,10.33,42,0,0
6,47,8,55.34,False,0,13.2,43,0,0
6,48,8,17.22,True,0,2.69,34,0,0
6,49,21,38.21,True,2,4.92,58,0,0
6,50,4,47.82,False,2,7.91,45,0,0
6,51,7,29.92,True,0,8.02,48,0,0
6,52,4,34.1,True,2,2.45,62,0,0
6,53,12,39.5,True,1,4.01,55,1,0
6,54,12,40.92,False,1,6.41,45,1,0
6,55,24,68.1,False,2,13.55,64,0,0
6,56,11,53.43,False,0,13.89,56,0,0
6,57,20,37.21,True,2,3.12,63,0,0
6,58,15,39.08,True,1,9.33,40,0,0
6,59,1,51.71,False,2,8.23,62,0,0
6,60,3,34.14,True,2,4.65,58,0,0
6,61,2,36.5,True,2,2.37,63,0,0
6,62,10,20.86,True,0,4.19,50,0,0
6,63,19,44.95,False,2,2.71,76,1,0
6,64,19,76.04,False,2,12.11,68,1,0
6,65,12,55.32,False,1,9.7,47,1,0
6,66,8,29.56,True,0,7.43,46,0,0
6,67,14,42.62,False,1,8.98,60,0,0
6,68,18,70.63,False,2,10.15,74,1,0
6,69,14,68.54,False,1,14.22,74,0,0
6,70,8,54.04,False,0,12.31,90,0,0
6,71,5,45.47,False,2,6.24,53,0,0
6,72,3,62.31,False,2,13.44,51,0,0
6,73,10,39.66,True,0,8.28,80,0,0
6,74,15,60.01,False,1,12.07,62,0,0
6,75,12,32.84,True,1,2.12,63,1,0
6,76,17,36.89,True,1,8.91,57,0,0
6,77,19,77.28,False,2,12.72,85,1,0
6,78,4,65.86,False,2,13.16,63,0,0
6,79,6,25.73,True,0,1.28,102,0,0
